"","video_id","publishedAt","title","description","id","viewCount","likeCount","favoriteCount","commentCount"
"420","U5h5z7Ba1-s",2022-06-07,"Saagar Enjeti: WAPO SUSPENDS Journo For Bad Joke, Lets Taylor Lorenz LIE With No Punishment","Saagar takes viewers through the drama at the Washington Post after a journalist there amplified a bad joke leading to his ...","U5h5z7Ba1-s",143080,6329,0,1250
"421","577vd39qpvw",2022-04-11,"NYT Leadership Tells Staff To STOP TWEETING | Breaking Points with Krystal and Saagar","Krystal and Saagar examine the shakeup in social media policy at The New York Times after leadership expressed concern to ...","577vd39qpvw",79611,2784,0,216
"422","rvoLcmdMaR0",2022-05-30,"UVALDE: Cops ADMIT They Were Too Scared To Confront Gunman | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the string of law enforcement failures during the Uvalde shooting that were initially lied about by ...","rvoLcmdMaR0",198829,9380,0,3013
"423","2gZBlGMxInY",2022-07-21,"NYC Releases BIZARRE Nuclear Blast Preparedness Video | Breaking Points with Krystal and Saagar","Krystal and Saagar make sense of the bizarre nuclear blast preparedness video by the NYC government To become a Breaking ...","2gZBlGMxInY",96305,3319,0,1190
"424","lIdYr-F9AIQ",2022-07-14,"LEAKED Footage Reveals Cop Cowardice In Uvalde Hallways | Breaking Points with Krystal and Saagar","Krystal and Saagar review the leaked footage from the Uvalde school hallways during the shooting showing the depths of cop ...","lIdYr-F9AIQ",109181,5138,0,1330
"425","COqMox8Q080",2022-05-24,"Netflix CANS &#39;Anti-Racist&#39; Baby, Other Woke Projects | Breaking Points with Krystal and Saagar","Krystal and Saagar discuss the reasons why Netflix has cancelled the 'anti racist' baby project and other expensive, woke content ...","COqMox8Q080",138435,4465,0,1072
"426","GNILD_mgepk",2022-08-09,"FBI RAIDS TRUMP: Everything You Need To Know | Breaking Points with Krystal and Saagar","Krystal and Saagar give viewers everything you need to know about the FBI raid of Trump's Mar-a-Lago compound in Florida in ...","GNILD_mgepk",222079,6929,0,2972
"427","3eUqPlbLWYc",2022-06-14,"Saagar Enjeti: Docs REVEAL Ministry Of Truth LIES, Twitter Collaboration","Saagar describes to viewers the findings of documents about the DHS Ministry of Truth leaked by a whistleblower revealing a ...","3eUqPlbLWYc",98993,5048,0,574
"428","H30rAuq7tbo",2022-05-17,"Elon Threatens To WALK From Twitter Deal Over Bot Count | Breaking Points with Krystal and Saagar","Krystal and Saagar consider the threats Elon Musk is making publicly about walking out of his agreed upon Twitter purchase due ...","H30rAuq7tbo",122821,3428,0,886
"429","3bnXNYbksmc",2022-03-28,"Biden&#39;s CATASTROPHIC Call For Regime Change In Russia | Breaking Points with Krystal and Saagar","Krystal and Saagar go through all of President Biden's comments about Russian President Putin and the war in Ukraine including ...","3bnXNYbksmc",159519,6530,0,2215
"430","c1rgTzMQZBc",2022-04-26,"Bernie Advisor: How Media RIGGED Race For Kamala, Biden | Breaking Points with Krystal and Saagar","Krystal and Saagar are joined by former Bernie 2020 top campaign advisor Ari Robin-Havt to get the inside story on who Sanders ...","c1rgTzMQZBc",98130,4158,0,782
"431","7RVNHcmINTU",2022-05-10,"Retailers RATION Baby Formula Amid Shortage CRISIS | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the national shortage in baby formula that has become a crisis for retailers who have resorted to ...","7RVNHcmINTU",48948,1935,0,702
"432","RaVByO0lPj4",2022-08-02,"Pelosi DEFIANT: Lands In Taiwan Despite Military Warnings | Breaking Points with Krystal and Saagar","Krystal and Saagar discuss the trip Nancy Pelosi is making to Taiwan in defiance of military recommendations that is stoking ...","RaVByO0lPj4",120720,4159,0,1406
"433","1zWJuNwurXE",2022-07-24,"Is America An Empire In Decline? | Krystal Kyle &amp; Friends","Krystal talks to historian Gary Gerstle about the American empire and whether it is in decline and how this will change the world ...","1zWJuNwurXE",71051,2450,0,771
"434","fzfjyKGw49w",2022-06-02,"Biden FLIP FLOPS AGAIN On Putin Regime Change | Breaking Points with Krystal and Saagar","Krystal and Saagar analyze President Biden's op-ed on Ukraine strategy going forward as the Russians gain in the Donbas and ...","fzfjyKGw49w",56088,1838,0,450
"435","lh_Ps5wDSPQ",2022-08-16,"FBI, Media LIE About Seizing Trump Passports | Breaking Points with Krystal and Saagar","Krystal and Saagar take viewers through the Trump passport saga involving lies told by the FBI and DOJ that were pushed by the ...","lh_Ps5wDSPQ",102434,3100,0,1111
"436","aXDnOQou1po",2022-06-23,"NYT Admits Sanctions BACKFIRE As Biden Defiant On Gas | Breaking Points with Krystal and Saagar","Krystal and Saagar continue to examine the West's reckoning with the sanctions package against Russia that has skyrocketed ...","aXDnOQou1po",125085,4691,0,1229
"437","kfCMBF_72y0",2022-05-31,"Biden REJECTS Major Ukraine Weapons Request As Russia Gains Ground | Breaking Points","Krystal and Saagar provide an update on the Ukraine war that has become centered around the Russia offensive in the Donbas ...","kfCMBF_72y0",71654,2519,0,780
"438","pHTwoG11mlw",2022-07-07,"REVEALED: Dad COVERED For Highland Park Killer On Guns | Breaking Points with Krystal and Saagar","Krystal and Saagar bring viewers the latest information on the Highland Park shooting and how the gunman obtained a firearm in ...","pHTwoG11mlw",96063,3330,0,822
"439","-93trUJdhEk",2022-08-15,"Saagar Enjeti: Will Dems New IRS Agents Target Working Poor?","Saagar takes a look at the new IRS agents being hired as part of the Dems recent legislation and who will be targeted by ...","-93trUJdhEk",124869,5359,0,1102
"440","LIZIxAsuquY",2022-06-03,"Marine Corps DRAGGED for Rainbow Bullets for Pride Month | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the response to the US Marine Corp posting an image of a helmet with rainbow bullets for pride month ...","LIZIxAsuquY",75805,2956,0,1005
"441","yA7B4a40GBo",2022-08-15,"Jan 6 Attendee SHOT DEAD At FBI Office As Tensions Rise | Breaking Points with Krystal and Saagar","Krystal and Saagar cover an attack on by a January 6th Capitol riot attendee at an FBI office that led to a shootout with police To ...","yA7B4a40GBo",144238,4052,0,1753
"442","BG66A7E1kyE",2022-06-22,"YouTube CENSORS Jan 6 Committee Claiming Misinformation | Breaking Points with Krystal and Saagar","Krystal and Saagar come out against YouTube censoring the Jan 6th committee because it claimed misinformation from one of ...","BG66A7E1kyE",113245,5373,0,962
"443","wD8F6mWCNSI",2022-05-05,"Dems Secretly FEAR Abortion Won&#39;t Save Them In 2022 | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the political possibilities of abortion affecting midterm results for Democrats who are hoping that the ...","wD8F6mWCNSI",84525,2751,0,992
"444","3CY5hL8SVQg",2022-06-28,"Period Tracking App ADMITS They&#39;ll Send Data to Abortion Cops | Breaking Points","Krystal and Saagar parse through the data and privacy battles with tech apps, especially apps for period tracking, that will become ...","3CY5hL8SVQg",72976,2909,0,812
"445","ZV0RlxVTk1s",2022-08-16,"Krystal Ball: CHENEY Out &amp; PALIN Back? Primary Race Breakdown","Krystal breaks down the GOP primary in Wyoming where Liz Cheney will almost certainly be defeated and the special election in ...","ZV0RlxVTk1s",46654,1581,0,418
"446","aM-GkP5OTT4",2022-08-08,"CBS CAUGHT Editing Report On Arms Proliferation In Ukraine | Breaking Points with Krystal and Saagar","Krystal and Saagar give viewers a rundown of CBS News editing a documentary that reported on arms proliferation in Ukraine ...","aM-GkP5OTT4",109792,5490,0,872
"447","rLi1SUQunZQ",2022-04-12,"Krystal Ball: DIRE WARNING For Dems As France REJECTS Establishment","Krystal considers the parallels between the French elections and what midterms could look like here after voters in France ...","rLi1SUQunZQ",154391,4843,0,977
"448","17-E4be1ajk",2022-05-25,"McCormick SUES As RNC Backs OZ On Absentee Ballots | Breaking Points with Krystal and Saagar","Krystal and Saagar review the lawsuit by Dave McCormick to get the GOP mail in ballots without a listed date counted in PA ...","17-E4be1ajk",24766,828,0,90
"449","H-5RMBxEi-g",2022-06-09,"BREAKDOWN: Proud Boys INDICTED For Seditious Conspiracy | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the DOJ indictments of the leaders of the Proud Boys extremist groups related to their activity on ...","H-5RMBxEi-g",64538,1814,0,981
"450","L-Y8Gh12ao0",2022-05-19,"Peter Zeihan: How Ukraine War, Demographics WILL END Globalization | Breaking Points","Krystal and Saagar bring geopolitical analyst and author Peter Zeihan onto Breaking Points for his insight on the Ukraine war, ...","L-Y8Gh12ao0",170168,7061,0,1306
"451","8Ca-nu2MPqo",2022-08-15,"GOP CONFUSED On Talking Points Post FBI Raid | Breaking Points with Krystal and Saagar","Krystal and Saagar examine the GOP divide on talking points about the Trump FBI raid now that more information has come out ...","8Ca-nu2MPqo",41831,1374,0,285
"452","BasIJSc1d3A",2022-04-28,"LEAKED AUDIO: Twitter Execs FREAK, CRY Over Musk Takeover | Breaking Points with Krystal and Saagar","Krystal and Saagar review the leaked audio of Twitter employees who privately freaked out about Musk's takeover to the point of ...","BasIJSc1d3A",153314,5529,0,748
"453","S5FJ1u-_bFo",2022-07-28,"Krystal Ball: Cuomo&#39;s BACK With SAD Gig, ZERO Self Awareness","Krystal brings her perspective to Chris Cuomo's return to cable news with no self awareness about his downfall and a gig destined ...","S5FJ1u-_bFo",118316,4295,0,552
"454","HOwXEhsnsAo",2022-06-13,"Saagar Enjeti: I Said Gas Prices More Important Than Jan 6, Liberals LOST IT","Saagar defends his provocative claim about gas prices reaching $5/gallon being more important than Jan 6th hearings and points ...","HOwXEhsnsAo",130479,6783,0,1721
"455","FyhqMdplZmk",2022-06-07,"Biden ADMITS He Knew Of Baby Formula Crisis For MONTHS | Breaking Points with Krystal and Saagar","Krystal and Saagar respond to admissions by Biden and his Commerce Secretary that they knew about the baby formula shortage ...","FyhqMdplZmk",60016,2562,0,673
"456","xUSn-WiSR5g",2022-05-16,"Did Law Enforcement DROP THE BALL AGAIN In Racist Buffalo Shooting? | Breaking Points","Krystal and Saagar look at the racist Buffalo shooting from the weekend with an eye on how the gunman became radicalized and ...","xUSn-WiSR5g",111236,4100,0,1895
"457","e2XmfzQ6F8c",2022-05-05,"Saagar Enjeti: How The Elites RIG The Culture War | Breaking Points with Krystal and Saagar","Saagar looks back at his old commentary about the culture war rigging the political process and applies it to the renewed fight ...","e2XmfzQ6F8c",72730,3400,0,325
"458","BToyA_WOzHM",2022-05-30,"Saagar Enjeti: The RACIST History Of Gun Control In US","Saagar combs through the history of gun control in America dating back to when the Second Amendment was ratified that has ...","BToyA_WOzHM",68874,4114,0,1313
"459","iyGLiIrpzZg",2021-09-03,"MeToo CEO RESIGNS After Using Organization To DEFEND Cuomo","Krystal and Saagar discuss the fallout from the Cuomo report that has led the CEO of the leading MeToo group to resign in ...","iyGLiIrpzZg",107650,5738,0,967
"460","LF5HwW0-PG8",2022-06-28,"Video Shows Giuliani LIED About Assault | Breaking Points with Krystal and Saagar","Krystal and Saagar comment on the Rudy Giuliani assault story that took a bizarre turn when video footage showed he was lying ...","LF5HwW0-PG8",56181,2118,0,531
"461","CPa18ttkk9A",2022-06-06,"Krystal Ball: Amazon CAUGHT Using Minority Charities to HIDE Market Rigging","Krystal explores how Amazon weaponizes wokeness to hide from market rigging by donating to a network of minority run groups ...","CPa18ttkk9A",61822,2913,0,282
"462","o2BTFKjEzdk",2022-05-17,"CHAOS In PA GOP Primary: Oz, Barnette, McCormick OUT MAGA Each Other | Breaking Points","Krystal and Saagar give all you need to know ahead of the PA GOP Senate primary where Dr. Oz, Kathy Barnette, and Dave ...","o2BTFKjEzdk",80796,2258,0,470
"463","bRUFdz0pjM4",2022-03-17,"SUPERCUT: Media THIRSTS For War At White House Briefing | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the questions posed to White House Press Secretary Jen Psaki by media reporters who are thirsting for ...","bRUFdz0pjM4",50368,1984,0,414
"464","YYQAYd0uZ3I",2022-08-02,"UN Chief Warns &#39;Nuclear Annihilation&#39; A Miscalculation Away |Breaking Points with Krystal and Saagar","Krystal and Saagar give the updates on the Ukraine grain exports happening and the warnings about nuclear weapons from the ...","YYQAYd0uZ3I",79213,2321,0,464
"465","AFrevJASjyw",2022-07-26,"Ukraine BLACKLISTS Glenn Greenwald As Russian Propagandist | Breaking Points with Krystal and Saagar","Krystal and Saagar condemn Ukraine's scheme to blacklist Glenn Greenwald, Sen. Rand Paul, Tulsi Gabbard, and other foreign ...","AFrevJASjyw",80478,3404,0,980
"466","xOl_INEdp5M",2022-08-19,"Starbucks Uses Stop The Steal to Claim Union Votes RIGGED | Breaking Points with Krystal and Saagar","Krystal and Saagar cover Starbucks claims about union votes being rigged that sounds very similar to stop the steal claims about ...","xOl_INEdp5M",34959,1532,0,383
"467","eW7GsddWeHw",2022-06-30,"Uvalde Cops HARASS Journalists In Continued Coverup | Breaking Points with Krystal and Saagar","Krystal and Saagar continue scrutinizing the coverup by the Uvalde police department of what happened during the mass ...","eW7GsddWeHw",51289,2599,0,365
"468","9A-0ZhWVDQE",2022-08-16,"FBI Confirms &#39;COOPERATING WITNESS&#39; Against Trump | Breaking Points with Krystal and Saagar","Krystal and Saagar deliberate about the FBI's confirmed cooperating witness against Trump after the DOJ decided not to release ...","9A-0ZhWVDQE",86056,2439,0,932
"469","Ln2F0rublB4",2022-07-12,"Saagar Enjeti: Energy Crisis Shows INSANITY Of Green Energy Movement","Saagar tears into the green energy movement as a global energy crisis unfolds in large part caused by Germany's reliance on ...","Ln2F0rublB4",188139,8533,0,2274
"470","-Rgq5q7pbt8",2022-08-20,"Even Newsmax TRASHES Dr. Oz Crudite Video | Breaking Points with Krystal and Saagar","Krystal and Saagar look at how Newsmax pressed Dr. Oz on the viral crudite video of him shopping in a grocery store To become ...","-Rgq5q7pbt8",35313,1169,0,218
"471","fWkZWNSb8UE",2022-08-05,"Max Alvarez: How to STOP ‘Progressive’ Companies From Union Busting | Breaking Points","Max Alvarez for The Art of Class War on Breaking Points goes into the struggles workers face at outwardly progressive companies ...","fWkZWNSb8UE",28227,1731,0,392
"472","f3NP5uOJ0tI",2022-08-18,"CDC ADMITS Lies And Failures On Pandemic | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the CDC's revamping and remind viewers of the mistakes the agency made during the covid ...","f3NP5uOJ0tI",134777,5352,0,2081
"473","yS3jLBc3zpg",2022-07-11,"WH EDITS Transcript To COVERUP Biden&#39;s Obvious Gaffe | Breaking Points with Krystal and Saagar","Krystal and Saagar report on the White House's editing of a transcript meant for archives of Biden's speech where he delivered an ...","yS3jLBc3zpg",151583,6175,0,1035
"474","VMslQikrvtQ",2022-08-16,"Saagar Enjeti: PROOF Biden Censored Critics On Social Media","Saagar looks at the proof shared by journalist Alex Berenson that the Biden administration successfully pressured Twitter into ...","VMslQikrvtQ",140828,7570,0,1179
"475","jgcKMs_9h3w",2022-08-22,"Judge DEMANDS DOJ Release Trump Docs | Breaking Points with Krystal and Saagar","Krystal and Saagar comment on the Florida judge's demand for the affidavit used by the FBI to obtain a search warrant on Trump's ...","jgcKMs_9h3w",17288,853,0,224
"476","tL5kw62uU9k",2022-07-07,"Saagar Enjeti: Will Natural Gas CRISIS COLLAPSE Global Economy?","Saagar details the crisis in the global natural gas markets due to Europe cutting off Russian supply that could lead to blackouts ...","tL5kw62uU9k",105729,4280,0,905
"477","L05codhFESY",2022-05-30,"Will Biden Admin COVERUP Uvalde Shooting Failure? | Breaking Points with Krystal and Saagar","Krystal and Saagar discuss the fallout from the Uvalde shooting for politicians on both sides and law enforcement officers who ...","L05codhFESY",81931,3307,0,758
"478","OpGAlmPipSo",2022-08-18,"CDC CONTINUES To Lie On Monkeypox Transmission | Breaking Points with Krystal and Saagar","Krystal and Saagar follow up their CDC discussion with a look at how the agency is lying about Monkeypox transmission to the ...","OpGAlmPipSo",88892,3563,0,941
"479","JCq7uMfsxP4",2022-03-17,"BATTLE UPDATE: Zelensky Invokes 9/11 In WW3 Ask To Biden | Breaking Points with Krystal and Saagar","Krystal and Saagar provide the most up to date information on the military aid being sent to Ukraine by the United States as ...","JCq7uMfsxP4",129961,4526,0,1401
"480","t94LddAVfcU",2022-05-16,"Saagar Enjeti DISMANTLES Biden&#39;s Cringe &#39;Putin&#39;s Price Hike&#39; And &#39;Ultra MAGA&#39; Slogans","Saagar brings the heat on President Biden for his new round of cringe slogans such as 'Putin price hike' and 'ultra MAGA' that are ...","t94LddAVfcU",83008,3953,0,841
"481","67OG7Ajg_jE",2022-07-26,"Krystal Ball: CNN GOBSMACKED By Dem Hypocrisy on Stop the Steal","Krystal takes a deeper look at the Democrats hypocritical funding of stop the steal GOP primary candidates that even drew ...","67OG7Ajg_jE",193908,6942,0,1496
"482","sjwqD1sa0iQ",2022-06-09,"Krystal Ball: CNN&#39;s Liberal PURGE. Stelter &amp; Acosta on Chopping Block","Krystal details the changes in CNN's coverage from the new top brass that could lead to a purge of partisan liberal hosts including ...","sjwqD1sa0iQ",221642,7587,0,1009
"483","5HXGJ5E5-6M",2022-08-15,"Krystal Ball: Packrat Or Traitor? Two Theories On Trump Document SCANDAL","Krystal lays out two different theories about why Trump kept classified documents in Mar-a-Lago that have been circulating to ...","5HXGJ5E5-6M",43253,1578,0,735
"484","Fxlojyp8X0E",2022-08-15,"REVEALED: Trump Lawyer&#39;s June Promise Could MASSIVELY Backfire | Breaking Points","Krystal and Saagar reveal how the promise made by Trump's lawyer to the DOJ about handing over classified documents that ...","Fxlojyp8X0E",41959,1113,0,255
"485","zuz5NzhypiE",2022-08-01,"BREAKDOWN: How Bill Gates, Larry Summers Behind Manchin Dem Climate Deal | Breaking Points","Krystal and Saagar deliberate on how Bill Gates and Larry Summers worked behind the scenes on the Democrats ...","zuz5NzhypiE",62791,2023,0,561
"486","7ExyDEUeFho",2022-04-19,"Saagar Enjeti: DANGEROUS Lib Outrage At Tucker Testosterone Segment","Saagar counters the liberal outrage on the new documentary by Tucker Carlson about testosterone decline among American men ...","7ExyDEUeFho",168652,7560,0,1804
"487","_fDWRSUaE4E",2022-06-07,"Krystal Ball: How Hillary KILLED Feminism For A Generation","Krystal goes into the disdain for feminism from younger men and its connection to liberal girlboss feminism exemplified by Hillary ...","_fDWRSUaE4E",111702,6093,0,1724
"488","Kmj769P2LPk",2022-07-28,"FTC SMACKS Facebook: Denies Metaverse Merger | Breaking Points with Krystal and Saagar","Krystal and Saagar analyze the FTC action to block Facebook's virtual reality acquisition on anti-trust grounds To become a ...","Kmj769P2LPk",62438,2367,0,362
"489","XH8EcnCYqFA",2022-07-28,"BREAKING: Biden DOJ Considers CHARGING Trump For Jan 6 | Breaking Points with Krystal and Saagar","Krystal and Saagar discuss the DOJ's January 6th probe potentially leading to an indictment of Trump and what that would mean ...","XH8EcnCYqFA",77413,2476,0,1314
"490","3ohyUHGrorM",2022-06-09,"Saagar Enjeti: Biden BAILS OUT Chinese Solar As Gas Hits $5/Gallon","Saagar takes a deeper look at the Biden administration's executive order bailing out the Chinese solar panel industry as gas ...","3ohyUHGrorM",46316,2412,0,497
"491","_BYKYZGneSM",2022-08-09,"Maddow&#39;s OUTRAGEOUS Defense Of Russiagate Coverage | Breaking Points with Krystal and Saagar","Krystal and Saagar scorch MSNBC primetime anchor Rachel Maddow for defending the way she covered the Russiagate scandal ...","_BYKYZGneSM",138794,4740,0,921
"492","28HeWEOkMgg",2022-05-21,"The DARK SIDE of the Non-Profit Industrial Complex | Breaking Points with Krystal and Saagar","Krystal and Saagar have James Li of 51-49 break down the dark side of the non profit industrial complex rife with corruption, ...","28HeWEOkMgg",76988,4116,0,579
"493","0HL4GhTT1Lw",2022-07-16,"DETAILS: 10 Year Old Rape Victim Abortion Story CONFIRMED | Breaking Points with Krystal and Saagar","Krystal and Saagar give the details surrounding the confirmed story of a10 year old rape victim who crossed state lines to receive ...","0HL4GhTT1Lw",74501,2617,0,2159
"494","yaA4ko47WlQ",2022-03-31,"Media FORCED To Admit Hunter Biden Laptop, Corruption REAL | Breaking Points with Krystal and Saagar","Krystal and Saagar look at the media's coverage of Hunter Biden's corrupt business dealings detailed on his laptop two years after ...","yaA4ko47WlQ",79600,3905,0,674
"495","uKuRD0vbycE",2022-08-17,"Senior Dem Rep INSISTS Biden Not Running Again | Breaking Points with Krystal and Saagar","Krystal and Saagar talk about Democratic Rep. Carolyn Maloney insisting that Biden is not running for president again To become ...","uKuRD0vbycE",64945,2110,0,497
"496","ixVuRU0W_Cs",2022-08-19,"Hillary Calls Bernie SEXIST In New Book | Breaking Points with Krystal and Saagar","Krystal and Saagar slam Hillary for calling Bernie sexist in a new book by an NBC reporter instead of blaming herself for losing in ...","ixVuRU0W_Cs",92095,3985,0,1170
"497","a6wPWblymng",2022-05-10,"Saagar Enjeti: Diesel Crisis Will Increase Price Of EVERYTHING","Saagar takes an in depth look at the diesel fuel crisis happening right now that has been ignored and how it will increases prices ...","a6wPWblymng",70983,3458,0,853
"498","m0VOImTetqs",2022-06-16,"Saagar Enjeti: Putin RAKES IN OIL PROFITS As Sanctions Backfire","Saagar examines how western wartime sanctions towards Russia have backfired because Putin is raking in oil profits and ...","m0VOImTetqs",83771,3953,0,784
"499","cWx6DmLdys0",2022-06-23,"Krystal Ball: Will Biden&#39;s CRASH DESTROY Neoliberal Order?","Krystal takes a deeper look into the collapse of the neoliberal order happening under Biden and what the results could be To ...","cWx6DmLdys0",103127,4622,0,835
"500","-hG7ROq2nDs",2022-08-14,"The Public Health Establishment&#39;s HYPOCRISY On Monkeypox | Breaking Points with Krystal and Saagar","Krystal and Saagar express the need by the public health establishment to treat Americans like adults when it comes to managing ...","-hG7ROq2nDs",58173,2323,0,458
"501","ijNDAKK2xDo",2022-05-23,"Saagar Enjeti: Biden, Dem FAILURE On Gas Prices Costing Americans BILLIONS","Saagar takes another deep look at the gas price crisis from the angle of how it is hurting American savings and what the ...","ijNDAKK2xDo",114809,5205,0,1379
"502","0bO6Y3i2T_o",2022-06-24,"BREAKING: Roe OVERTURNED. Everything You Need To Know | Breaking Points with Krystal and Saagar","Saagar reacts to SCOTUS overturning Roe vs Wade and gives viewers everything you need to know To become a Breaking ...","0bO6Y3i2T_o",346679,12619,0,3759
"503","5VN9n0mwqTE",2022-05-30,"Krystal Ball: How Big Business PROFITS Off School Shooting Epidemic","Krystal dives into the big business that school safety has become and how they have profited immensely from bipartisan ...","5VN9n0mwqTE",39859,2131,0,654
"504","bgHPFt3eFu8",2022-06-20,"MTG, Ilhan Omar SPEAK OUT For Julian Assange | Breaking Points with Krystal and Saagar","Krystal and Saagar break down the new developments in the Julian Assange case that saw Reps. MTG and Ilhan Omar come to ...","bgHPFt3eFu8",50270,2540,0,376
"505","RpY482r7mwc",2022-08-22,"Saagar Enjeti: US Getting RIPPED OFF In Ukraine War","Saagar revisits the subject of US military aid to Ukraine and how America is being ripped off by its European allies who To ...","RpY482r7mwc",11065,929,0,315
"506","3zU6lTsnWec",2022-05-24,"Ousted Ministry Of Truth Head: Attacks Are DISINFORMATION | Breaking Points with Krystal and Saagar","Krystal and Saagar respond to the ousted minister of truth Nina Jankowicz claim that the attacks on her and the DHS board are ...","3zU6lTsnWec",99754,4677,0,1002
"507","uGhdRyh6Mdo",2022-08-22,"Woodstock 99: Greed, Feces, and Cultural COLLAPSE","Krystal takes a look at the Woodstock 99 greed and depravity as a reflection of American cultural collapse that has continued to ...","uGhdRyh6Mdo",26886,1604,0,588
"508","J5sR6ke3Hv4",2022-05-16,"Krystal Ball: COLLAPSE Imminent, Baby Formula Shortage is Just the Beginning","Krystal breaks down the three economic stories from the weekend about baby formula, housing prices, and crypto markets that ...","J5sR6ke3Hv4",136791,6955,0,1660
"509","nU0RWJzJk6Q",2022-08-21,"STUDY: 94% of US Baby Foods Contain TOXIC Heavy Metals | The Kyle Kulinski Show","Kyle Kulinski talks about the toxic metals contained in pre-packaged US baby food according to a new study To become a ...","nU0RWJzJk6Q",25596,1032,0,343
"510","8Qmg3_gD31A",2022-08-18,"Krystal Ball: Biden Backs BOSSES as Rail Strike Looms","Krystal breaks down the recommendation by Biden's special board to settle a dispute between railway workers and bosses that ...","8Qmg3_gD31A",42389,2252,0,446
"511","Jzd2p1ibzr0",2022-05-31,"Saagar Enjeti: NYT Blames AMERICANS Driving For High Gas Prices","Saagar issues a critique of the NYT for blaming ordinary Americans for the high gas prices instead of talking about solutions and ...","Jzd2p1ibzr0",97597,4695,0,1088
"512","EXj_pW-Hegs",2022-08-18,"Are RUSSIAGATE Docs At Heart Of FBI Trump Raid? | Breaking Points with Krystal and Saagar","Krystal and Saagar analyze new reporting about how the documents obtained in the FBI's raid on Donald Trump's compound ...","EXj_pW-Hegs",61621,1695,0,847
"513","ioRqW5dYGLE",2022-07-05,"Saagar Enjeti: Biden Says YOU Will Pay High Gas Prices &#39;As Long As It Takes&#39;","Saagar tears into President Biden for his remark that gas prices will be high for 'as long as it takes' for Ukraine to be victorious ...","ioRqW5dYGLE",93141,4319,0,805
"514","QK7msQFUs2Q",2022-08-11,"Krystal Ball: Candace Owens is RIGHT! Defund the FBI!! | Breaking Points with Krystal and Saagar","Krystal makes the case that Candace Owens and other conservatives are right to come around to the historically progressive ...","QK7msQFUs2Q",92375,3943,0,1027
"515","X32LdT97LjQ",2022-06-02,"Krystal Ball: Biden BAFFLED By Polls As Dems REFUSE to Govern","Krystal details the lack of action by Biden in the gun control debate and the economic problems facing the nation as he lacks any ...","X32LdT97LjQ",116807,4891,0,1125
"516","dZ1RkWsADAU",2022-02-22,"60 Minutes Mocked For Pushing DEBUNKED CIA Conspiracy | Breaking Points with Krystal and Saagar","Krystal and Saagar comment on the 60 minutes segment about the debunked Havana Syndrome conspiracy theory that had been ...","dZ1RkWsADAU",110202,4111,0,943
"517","Oh8keJ7D33U",2022-08-09,"EXPLAINED: The Classified Materials At Heart Of Trump FBI Raid | Breaking Points","Krystal and Saagar explain to the Breaking Points audience the specifics of the classified documents at the heart of the Trump FBI ...","Oh8keJ7D33U",107426,3234,0,856
"518","FUGsgUpErBU",2022-06-21,"Saagar Enjeti: TikTok CAUGHT In China Lies, Ban It NOW","Saagar makes the case for banning social media giant TikTok after the company and its lobbyists were caught lying about China's ...","FUGsgUpErBU",124411,6336,0,1048
"519","F01kFp75XU4",2022-08-12,"CNN Analysts Admit FBI Trump Raid DANGEROUS | Breaking Points with Krystal and Saagar","Krystal and Saagar comment on how CNN analysts reacted to the Trump raid, including disgraced former FBI agent Andrew ...","F01kFp75XU4",78278,2711,0,1125
"520","DthSlLOKcKg",2022-06-20,"Krystal Ball: Populist Revolt ROCKS Colombia, France, Ecuador","Krystal looks at the root causes of the populist discontent happening countries around the world from Eucador and Colombia in ...","DthSlLOKcKg",73707,3189,0,578
"521","dp8OEflDVM4",2022-04-11,"Saagar Enjeti: College Freshmen HUMILIATE Brian Stelter, Establishment Media","Saagar takes viewers through the saga of college freshmen from UChicago humiliating Brian Stelter and other establishment ...","dp8OEflDVM4",227365,10964,0,1188
"522","qlSX7p3Bjy0",2022-06-01,"UFO Skeptic Mick West: Alien Explanation Extraordinarily Unlikely | Breaking Points","Saagar talks to UFO skeptic Mick West about the Congressional hearings about them and why he believes an alien explanation ...","qlSX7p3Bjy0",95107,3542,0,2007
"523","_4kLv4gxLjE",2022-03-03,"Saagar Enjeti: Biden&#39;s FOOLISH Ignorance Of Nuclear Power","Saagar makes the comprehensive case for large investments in nuclear power after President Biden ignored it during his state of ...","_4kLv4gxLjE",107741,5760,0,1709
"524","Cpbndbg9aEw",2022-06-03,"The TYRANNICAL Truth About the World Economic Forum | Breaking Points with Krystal and Saagar","Krystal and Saagar have commentator James Li break down the tyrannical intentions of Klaus Schwab and the World Economic ...","Cpbndbg9aEw",142408,8424,0,1241
"525","tvg-IrBcsbY",2022-07-09,"FBI REVEALS Child ID App | Breaking Points with Krystal and Saagar","Krystal and Saagar discuss the FBI's new child ID app they unveiled and point out the lousy technology the new surveillance ...","tvg-IrBcsbY",87665,3775,0,572
